name,address,area,city,pincode,phone,rating,reviews,category,dealer_type,source,source_url
Ansari A to Z Battery Service,"Sahar Cargo Road, Andheri East, Mumbai",Andheri East,Mumbai,400099,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Ansari-A-To-Z-Battery-Service-Near-International-Airport-New-Petrol-Pump-Andheri-East/022PXX22-XX22-180307152946-W1T8_BZDET
Khushi Battery,"Mumbra Panvel Road, Mumbra, Thane",Mumbra,Mumbai,400612,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Khushi-Battery-Near-Mumbra/022PXX22-XX22-180213191419-P3F4_BZDET
Wheel Care Tyres and Battery,"Ulwe, Navi Mumbai",Ulwe,Mumbai,410206,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Wheel-Care-Tyres-And-Battery-Near-Vahal-Bus-Stand-Ulwe/022PXX22-XX22-200210121203-H4I9_BZDET
Vinod Batteries,"Palm Beach Road, Sector 19C, Vashi, Navi Mumbai",Vashi,Mumbai,400703,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Vinod-Batteries-Next-to-Godrej-Interio-Vashi/022PXX22-XX22-150320134328-K7P2_BZDET
Vijay Battery Services Centre,"G B Road, Patlipada-thane West, Thane",Patlipada-thane West,Mumbai,400607,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Vijay-Battery-Services-Centre-Opposite-Old-Thane-New-Thane-Park-Patlipada-thane-West/022PXX22-XX22-120407153114-B9M8_BZDET
Aniket Techno Solutions,"Sector 12A, Kopar Khairane, Navi Mumbai",Kopar Khairane,Mumbai,400709,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Aniket-Techno-Solutions-Opposite-Kalash-Udyan-Kopar-Khairane/022PXX22-XX22-210304123233-R5P3_BZDET
Exide Care,"Pokhran Road 1, Vartak Nagar-Thane West, Thane",Vartak Nagar-Thane West,Mumbai,400606,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Exide-Care-Vartak-Nagar-Thane-West/022PXX22-XX22-110404123814-F6B9_BZDET
Iqra Battery,"Walchand Hirachand Marg Fort, Fort, Mumbai",Fort,Mumbai,400001,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Iqra-Battery-Next-to-G-P-O-Near-CSTM-Railway-Station-Rex-Chamber-Fort/022PXX22-XX22-150806180937-L2X4_BZDET
Pramukh Batteries,"Western Express Highway, Sarvoday Nagar, Goregaon East, Mumbai",Goregaon East,Mumbai,400063,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Pramukh-Batteries-Near-By-Aarey-Check-Naka-Goregaon-East/022PXX22-XX22-210212184709-L3G8_BZDET
Auto Wheels,"Plot No 48 Sector 11, Taloja Phase 1, Navi Mumbai",Taloja Phase 1,Mumbai,410208,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Auto-Wheels-Near-Metro-Station-Taloja-Panchanand-Taloja-Phase-1/022PXX22-XX22-240210000115-K6U9_BZDET
Wahid Tyres,"Sector 23, Ulwe, Navi Mumbai",Ulwe,Mumbai,410206,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Wahid-Tyres-Near-Ekayan-Hospital-Ulwe/022PXX22-XX22-180806170100-E8L6_BZDET
GEETAI POWER ELECTRONICS,"LBS Marg Hendrepada, Badlapur, Thane",Badlapur,Mumbai,421503,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/GEETAI-POWER-ELECTRONICS-Zilla-Parishad-Marathi-School-Badlapur/022PXX22-XX22-130505173013-Y6E6_BZDET
Mh 11 Technology,"Old DP Road, Badlapur Ed, Thane",Badlapur Ed,Mumbai,421503,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Mh-11-Technology-Near-By-Saraswat-Bank-Badlapur-Ed/022PXX22-XX22-201218103058-M5Q6_BZDET
Vijay Battery Sales & Services,"Navre Nagar Road, Ambernath, Thane",Ambernath,Mumbai,421501,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Vijay-Battery-Sales-Services-Near-Jondhale-College-Ambernath/022PXX22-XX22-151121103638-Y6W2_BZDET
Electra Power Solution,"Chicanghar, Rambaug Lane 4 End, Kalyan West, Kalyan",Kalyan West,Mumbai,421301,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Kalyan/Electra-Power-Solution-Near-By-Mangeshi-World-Kalyan-West/022PXX22-XX22-091202133243-G4U3_BZDET
Shree Sataidevi Sales & Service,"V S Road, Virar East, Palghar",Virar East,Mumbai,401305,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Shree-Sataidevi-Sales-Service-Near-Bholenath-Furniture-Virar-East/022PXX22-XX22-101026165049-Y6B3_BZDET
Samrat Batteries,"Kalyan Ambernath Road, Ulhasnagar No 3, Thane",Ulhasnagar No 3,Mumbai,421002,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Samrat-Batteries-Opposite-Meera-Hospital-NX-Ulhasnagar-No-3/022PXX22-XX22-220929154210-H7D5_BZDET
Amaron Pitstop (Tirupati Enterprises),"Sector 5, Ghansoli, Navi Mumbai",Ghansoli,Mumbai,400701,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Amaron-Pitstop-Tirupati-Enterprises-Ghansoli/022PXX22-XX22-251125131020-T6I6_BZDET
Mauli Krupa Battery & Tyre,"Matheran Road, New Panvel, Navi Mumbai",New Panvel,Mumbai,410206,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Mauli-Krupa-Battery-Tyre-Malewadi-Stop-Sukapur-New-Panvel/022PXX22-XX22-240627151033-W3Y5_BZDET
Zovi Motors (E Bike Store),"Shreyas Cinema Garden Lane LBS Road, Ghatkopar West, Mumbai",Ghatkopar West,Mumbai,400086,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Zovi-Motors-E-Bike-Store-Behind-Vijay-Sales-Ghatkopar-West/022PXX22-XX22-220602162936-V7D9_BZDET
Zerofootprint,"Saki Vihar Road, Andheri East, Mumbai",Andheri East,Mumbai,400072,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Zerofootprint-Opposite-LT-Gate-No-6-Andheri-East/022PXX22-XX22-230906040143-A4U1_BZDET
Swastik Motors,"S M Road, Kurla West, Mumbai",Kurla West,Mumbai,400070,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Swastik-Motors-Near-By-Takiya-Wadi-Kurla-West/022PXX22-XX22-240522172059-B8U1_BZDET
Deep Electro Services,"90ft Road, Dombivli East, Thane",Dombivli East,Mumbai,421201,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Thane/Deep-Electro-Services-Near-By-Balaji-Nagar-and-Dawat-Hotel-Dombivli-East/022PXX22-XX22-250812142723-I9F1_BZDET
Electric Vehicles Service Centre,"4th Cross Link Road, Devki Nagar-Borivali West, Mumbai",Devki Nagar-Borivali West,Mumbai,400103,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Electric-Vehicles-Service-Centre-Near-Narayana-School-Devki-Nagar-Borivali-West/022PXX22-XX22-231018072403-J6D3_BZDET
Magenta Power Pvt Ltd,"Sector 14, Kopar Khairane Sector 14, Navi Mumbai",Kopar Khairane Sector 14,Mumbai,400709,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Navi-Mumbai/Magenta-Power-Pvt-Ltd-Behind-Reliance-Foundation-School-Kopar-Khairane-Sector-14/022PXX22-XX22-190326112002-V3T2_BZDET
Multi-E Bikes,"Bharat Bazar,Gandhi Nagar, Worli, Mumbai",Worli,Mumbai,400018,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Multi-E-Bikes-Opposite-Municipal-Industrial-Eatate-Worli/022PXX22-XX22-231117201740-A4J7_BZDET
Shivanya Enterprise,"Maharashtra, Kalher, Bhiwandi",Kalher,Mumbai,421302,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Bhiwandi/Shivanya-Enterprise-Near-Kalher-Weight-Bridge-Kalher/022PXX22-XX22-181106142029-I5V2_BZDET
Dadani\'s Metro Enterprises,"Masjid Bunder, Mumbai",Masjid Bunder,Mumbai,400003,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Dadanis-Metro-Enterprises-Masjid-Bunder/022PXX22-XX22-220511200014-C1I3_BZDET
Nidhi Corporation,"Station Road, Badlapur, Thane",Badlapur,Mumbai,421503,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Thane/Nidhi-Corporation-Opposite-Nilam-Sweets-Shivaji-Chowk-Badlapur/022PXX22-XX22-180823184516-B8N8_BZDET
Cymoline Sales Corporation,"Ghatkopar Mahul Road,Opp Pestom Sagar Road No-6, Chembur West, Mumbai",Chembur West,Mumbai,400089,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Cymoline-Sales-Corporation-Near-Meghraj-Hotel-Ghatkopar-Smashan-Bhoomi-Chembur-West/022PGL02124_BZDET
MG Motor,"New Link Road, Malad West, Mumbai",Malad West,Mumbai,400064,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/MG-Motor-Ram-Nagar-Near-Inorbit-Mall-Opposite-Cloud-Nine-Hospital-Malad-West/022PXX22-XX22-190517165750-L4U9_BZDET
Kinis Causeway (Indian Oil),"S V Road, Bandra West, Mumbai",Bandra West,Mumbai,400050,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Kinis-Causeway-Indian-Oil-Near-Ma-Masjit-Bandra-West/022P1306916_BZDET
Joaquim Petroleums (Indian Oil),"Sion Trombay Road, Deonar, Mumbai",Deonar,Mumbai,400088,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Joaquim-Petroleums-Indian-Oil-Opposite-Telecom-Factory-Deonar/022P5344824_BZDET
Mr E Bikes,"C Block Road, Ulhasnagar No 1, Thane",Ulhasnagar No 1,Mumbai,421002,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Thane/Mr-E-Bikes-Near-Ram-Krishna-Mandir-Sidhi-Vinayak-Nagar-Ulhasnagar-No-1/022PXX22-XX22-240418180738-R3X6_BZDET
Jio-Bp Pulse,"Rohinjan, Navi Mumbai",Rohinjan,Mumbai,410210,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Jio-Bp-Pulse-Rohinjan/022PXX22-XX22-230819024018-B6I6_BZDET
Omkar Auto Service,"Gandhi Chowk Kulgaon, Badlapur, Thane",Badlapur,Mumbai,421503,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Thane/Omkar-Auto-Service-Jumma-Masjid-Badlapur/022PXX22-XX22-241024125751-A2K8_BZDET
Magenta Ev Solutions Pvt Ltd,"Kopar Khairane, Navi Mumbai",Kopar Khairane,Mumbai,400709,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Magenta-Ev-Solutions-Pvt-Ltd-Behind-Reliance-Foundation-School-Sector-14-Kopar-Khairane/022PXX22-XX22-180901021115-T9A5_BZDET
I Carport (Indian Oil),"Sahar Link Road, Andheri East, Mumbai",Andheri East,Mumbai,400099,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/I-Carport-Indian-Oil-Opposite-Ambassador-Flight-Kitchen-Andheri-East/022P101218_BZDET
Bombay Batteries,"Linking Road, Goregaon West, Mumbai",Goregaon West,Mumbai,400104,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Bombay-Batteries-Next-to-HDFC-Atm-Bangur-Nagar-Goregaon-West/022PXX22-XX22-100721182018-Q2M2_BZDET
Battery Solution,"MG Road, Kandivali West, Mumbai",Kandivali West,Mumbai,400067,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Battery-Solution-Opposite-Rna-Tower-Near-Dahanukar-Wadi-Kandivali-West/022PXX22-XX22-230221102656-Q4D1_BZDET
A G Power Systems,"Ghodbunder Road,Brahamand, Manpada, Kasarvadavali, Thane",Kasarvadavali,Mumbai,400615,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Thane/A-G-Power-Systems-Opposite-Hypercity-Mall-Kasarvadavali/022PYE06581_BZDET
Popular Battery,"Plot No 312 Sector 21, Nerul, Navi Mumbai",Nerul,Mumbai,400706,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Popular-Battery-Nerul/022PXX22-XX22-250826124624-E3N3_BZDET
Impact Inverter,"Shop No 5, Kusum Vihar""A, Virar West, Palghar",Virar West,Mumbai,401303,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Impact-Inverter-Besides-Banjara-Hotel-Virar-W-Virar-West/022PXX22-XX22-130912160253-B9N1_BZDET
Power Associates,"Sector 7, Kandivali West, Mumbai",Kandivali West,Mumbai,400067,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Power-Associates-Charkop-Near-Priyadarshani-High-School-Kandivali-West/022P1221639897R7T9H8_BZDET
U P Metal Mart,"Ramchandra Bhatt Marg, Dongri, Mumbai",Dongri,Mumbai,400009,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/U-P-Metal-Mart-DONGRI-NOORBAUG-Dongri/022PXX22-XX22-230614041735-Y9P9_BZDET
Electro Power Solution,"Jogeshwari West, Mumbai",Jogeshwari West,Mumbai,400102,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Electro-Power-Solution-Opposite-Raigad-Military-School-Near-Scout-Camp-Near-Tech-Web-Center-Behram-Baug-Jogeshwari-West/022PXX22-XX22-180928153501-C6T2_BZDET
Neelkamal Batteries,"Nilje Road, Nilje, Thane",Nilje,Mumbai,421204,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Neelkamal-Batteries-Near-Lodha-Heaven-Nilje/022PXX22-XX22-110606151428-D1N8_BZDET
Rahul Batteries,"New Link Road, Kandivali West, Mumbai",Kandivali West,Mumbai,400067,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Rahul-Batteries-NrDBrealty-Opposite-to-Metro-Pillar-Number-299-Kandivali-West/022PAPP20080826IROL6748140_BZDET
Ayaan Battery Service,"Khasheli, Bhiwandi City, Bhiwandi",Bhiwandi City,Mumbai,421302,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Bhiwandi/Ayaan-Battery-Service-KasheliThane-Bhiwandi-City/022PXX22-XX22-180306122324-P6F9_BZDET
Shalom Agency Pvt. Ltd.,"Shraddhanand Road, Vile Parle East, Mumbai",Vile Parle East,Mumbai,400057,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Shalom-Agency-Pvt-Ltd-Opposite-Akruti-Erica-Building-Vile-Parle-East/022PXX22-XX22-220125152134-G2V9_BZDET
New Kgn Tyres,"Rambaug,A S Marg, Powai, Mumbai",Powai,Mumbai,400076,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/New-Kgn-Tyres-Near-Powai-Police-Station-Powai/022PXX22-XX22-130625162550-K6G1_BZDET
Aman Traders (Battery Hub),"Eksar Road, Borivali West, Mumbai",Borivali West,Mumbai,400092,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Aman-Traders-Battery-Hub-Near-Club-Acquaria-Circle-Borivali-West/022PXX22-XX22-120112202736-D3W5_BZDET
Canada Battery,"S V Road, Goregaon West, Mumbai",Goregaon West,Mumbai,400062,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Canada-Battery-Opposite-Goregaon-Petrol-Supply-Company-Goregaon-West/022P1907965_BZDET
Sai Electric Contractor,"A Wing Daisy Subhash Nagar, Badlapur, Thane",Badlapur,Mumbai,421503,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Sai-Electric-Contractor-Near-Fatima-School-Badlapur/022PXX22-XX22-190725132145-P8S1_BZDET
Indus Instruments Pvt Ltd,"Agarkar Road, Dombivli East, Thane",Dombivli East,Mumbai,421201,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Indus-Instruments-Pvt-Ltd-Near-Hotel-Modern-Cafe-Dombivli-East/022PXX22-XX22-130625181420-E1F2_BZDET
Metros Battery,"Dr Rp Road, Mulund West, Mumbai",Mulund West,Mumbai,400080,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Metros-Battery-Opposite-Jawahar-Talkies-Mulund-West/022PXX22-XX22-180730164008-M2F2_BZDET
Pradeep Battery Services,"Pokhran Road No 2, Upvan Lake Road-Upvan, Thane",Upvan Lake Road-Upvan,Mumbai,400606,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Pradeep-Battery-Services-Opp-Bethany-Hospital-Upvan-Lake-Road-Upvan/022PXX22-XX22-220426160945-J5T7_BZDET
Malhar Enterprises,"Lodha Heaven, Nilje, Thane",Nilje,Mumbai,421204,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Malhar-Enterprises-Near-Lions-Den-Gym-Shivaji-Chowk-Nilje/022PXX22-XX22-180327164425-S8G8_BZDET
Power Point Electronics,"Adarsh Collage Road, Kulgaon, Badlapur East, Thane",Badlapur East,Mumbai,421503,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Power-Point-Electronics-Near-By-Flyover-Bridge-Badlapur-East/022PXX22-XX22-190514104155-V5V1_BZDET
Tanmay Power Solutions,"Kamothe Sector 07, Kamothe, Navi Mumbai",Kamothe,Mumbai,410209,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Tanmay-Power-Solutions-Kamothe-Police-Station-Kamothe/022PXX22-XX22-250129164023-Q2Z3_BZDET
Pramod Electrician,"Nageshwar Yashwant Nagar, Nalasopara East, Palghar",Nalasopara East,Mumbai,401209,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Palghar/Pramod-Electrician-Nalasopara-East/022PXX22-XX22-231102145353-V2S6_BZDET
Reverrse Renewable Energies,"Eksar Road, Borivali West, Mumbai",Borivali West,Mumbai,400092,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/Reverrse-Renewable-Energies-Above-Royal-Veg-Borivali-West/022PXX22-XX22-180305132538-Q1V3_BZDET
E V Enterprises,"Shivaji Chowk Road, Badlapur, Thane",Badlapur,Mumbai,421503,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Thane/E-V-Enterprises-Badlapur/022PXX22-XX22-230609200708-I8X4_BZDET
E-Pulse EV Charging,Mumbai,,Mumbai,421306,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Mumbai/E-Pulse-EV-Charging/022PXX22-XX22-240622102248-A1H5_BZDET
Volttic Ev Charging Solution,"Kalyan East, Kalyan",Kalyan East,Mumbai,421306,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Kalyan/Volttic-Ev-Charging-Solution-Kalyan-East/022PXX22-XX22-210128052016-B3F1_BZDET
Next Gen Ev,"Mantra City Road, Vishnupuri, Talegaon Dabhade",Vishnupuri,Mumbai,410507,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Talegaon-Dabhade/Next-Gen-Ev-Near-Morya-Misal-Vishnupuri/020PXX20-XX20-130819213549-Y4A7_BZDET
Sehgal Hero (Showroom),"Pune Nashik Road Ektanagar, Chakan, Pune",Chakan,Mumbai,410501,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/Sehgal-Hero-Showroom-Opposite-Saha-Indian-Oil-Petrol-Chakan/020PXX20-XX20-180326141524-H4M8_BZDET
Goegonetwork,"Baner, Pune",Baner,Mumbai,411045,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/Goegonetwork-Behind-WestsideBaner-Baner/020PXX20-XX20-220612055543-J8V8_BZDET
Transcent Electrical Bikes,"Baner Gaon-Baner, Pune",Baner Gaon-Baner,Mumbai,411045,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/Transcent-Electrical-Bikes-Near-Krushna-Medical-Off-Pancard-Road-Baner-Gaon-Baner/020PXX20-XX20-160419031501-N9V3_BZDET
Octillion Power Systems,"Bhosari Industrial Estate, Pune",Bhosari Industrial Estate,Mumbai,411026,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/Octillion-Power-Systems-MIDC-Mahalunge-Bhosari-Industrial-Estate/020PXX20-XX20-180719112027-K2N3_BZDET
ECO Tejas Electric Bike,"Damale Path, Erandwane, Pune",Erandwane,Mumbai,411004,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Pune/ECO-Tejas-Electric-Bike-Dr-Megha-Erandwane/020PXX20-XX20-220516133243-F7Y1_BZDET
Volt Up,"Kalina, Mumbai",Kalina,Mumbai,400098,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Volt-Up-Kolivery-Village-Mmrda-Area-Kalina/022PXX22-XX22-250918145353-E8M6_BZDET
Pluginindia Electrics (Opc) Pvt Ltd,"2nd Hasanabad Lane, Santacruz West, Mumbai",Santacruz West,Mumbai,400054,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Pluginindia-Electrics-Opc-Pvt-Ltd-Santacruz-West/022PXX22-XX22-180719124958-C5X8_BZDET
Chargezone Charging Station,"Acchad, Talasari",Acchad,Mumbai,401606,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Talasari/Chargezone-Charging-Station-Acchad/022PXX22-XX22-231222001407-Q8N8_BZDET
Magenta Chargegrid (Head Office),"Turbhe Midc, Navi Mumbai",Turbhe Midc,Mumbai,400703,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Magenta-Chargegrid-Head-Office-Near-Unitech-Motors-Turbhe-Turbhe-Midc/022PXX22-XX22-220328095315-Q2J1_BZDET
Charge Zone Charging Station,"Midc, Nerul, Navi Mumbai",Nerul,Mumbai,400706,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Charge-Zone-Charging-Station-Near-Uran-Phata-Signal-Nerul/022PXX22-XX22-220923090130-K3Z7_BZDET
Magenta Ev Solution Pvt Ltd,"Turbhe MIDC, Navi Mumbai",Turbhe MIDC,Mumbai,400703,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Magenta-Ev-Solution-Pvt-Ltd-Near-Unitech-Motors-TTC-Industrial-Area-Turbhe-MIDC/022PXX22-XX22-181222182334-Z6F4_BZDET
Greenshift Initiatives Pvt Ltd,"Khairane Bonkode Village Marg, Kopar Khairane, Navi Mumbai",Kopar Khairane,Mumbai,400709,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Navi-Mumbai/Greenshift-Initiatives-Pvt-Ltd-Kopar-Khairane/022PXX22-XX22-231225000037-W8S8_BZDET
Ev Dock Charging Station,"Chhatrapati Shivaji Maharaj Int'l Airport Road, Aai Colony, Mumbai",Aai Colony,Mumbai,400099,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Mumbai/Ev-Dock-Charging-Station-Near-Mumbai-International-Airport-Aai-Colony/022PXX22-XX22-240329160831-H3F4_BZDET
Alpha Power Electronics,"Birla College Road Khadakpada, Kalyan West, Kalyan",Kalyan West,Mumbai,421301,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Kalyan/Alpha-Power-Electronics-Near-Gurudev-Nx-Hotel-Kalyan-West/022P1238687062T9Z2H6_BZDET
Rgs Innovative,"Sector No 3, Kharghar, Navi Mumbai",Kharghar,Mumbai,410210,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Rgs-Innovative-Kharghar/022PXX22-XX22-110929115247-Z1J6_BZDET
Kedar Electricals,"JB Nagar, Jb Nagar-Andheri East, Mumbai",Jb Nagar-Andheri East,Mumbai,400059,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Kedar-Electricals-Opposite-Jankalyan-Bank-Jb-Nagar-Andheri-East/022PXX22-XX22-180125131508-L5C1_BZDET
Vandan Enterprises,"Khandeshwar Station Road, Sector 17, New Panvel, Navi Mumbai",New Panvel,Mumbai,410206,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/Vandan-Enterprises-Khanda-Colony-Near-Mahindra-Car-Showroom-New-Panvel/022PXX22-XX22-120224224222-R1R2_BZDET
Battery Zone,"Cadel Road, Mahim, Mumbai",Mahim,Mumbai,400016,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Battery-Zone-Next-to-Sana-Chinese-Mahim/022PXX22-XX22-210202195520-R3K7_BZDET
M G Power Solutions,"Sestor 30 D,Rabale Navi Mumbai, Rabale, Navi Mumbai",Rabale,Mumbai,400701,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Navi-Mumbai/M-G-Power-Solutions-NearPatel-Park-Rabale-Rabale/022PXX22-XX22-130802132855-Z3L4_BZDET
Battery Sale & Service,"S V Road, Khar West, Mumbai",Khar West,Mumbai,400052,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Battery-Sale-Service-Opposite-Hanuman-Mandir-Khar-West/022PXX22-XX22-191018182015-F4B4_BZDET
S K Tyre And Battery Service,"Chincholi Bunder Road, Malad West, Mumbai",Malad West,Mumbai,400064,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/S-K-Tyre-And-Battery-Service-Opposite-Advent-Atria-Near-Kingston-Tower-Malad-West/022PXX22-XX22-181114153537-M9H2_BZDET
Ossn Enterprises LLP,"Western Express Highway, Kandivali East, Mumbai",Kandivali East,Mumbai,400101,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Ossn-Enterprises-LLP-Near-Poisar-Metro-Station-Opposite-Mahindra-Mahindra-Kandivali-East/022PXX22-XX22-180612130936-J8D7_BZDET
Super Janata Automotive,"Shankalp Siddhi, Goregaon East, Mumbai",Goregaon East,Mumbai,400063,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Super-Janata-Automotive-Near-Aarey-Check-Naka-Goregaon-East/022PXX22-XX22-100309144446-C4A9_BZDET
Aayush Automobile,"GB Road, Kasarvadavali, Thane",Kasarvadavali,Mumbai,400615,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Aayush-Automobile-Near-Nagala-Bandar-Police-Chowki-The-Paradise-Complex-Kasarvadavali/022PXX22-XX22-180111194103-D5W2_BZDET
Pradeep Battery Service,"Kolshet Road, Sandoz Baug, Thane",Sandoz Baug,Mumbai,400607,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Thane/Pradeep-Battery-Service-Near-Nandi-Baba-Temple-Sandoz-Baug/022PXX22-XX22-140723115602-Z6K7_BZDET
Royal Battery Service,"L B S Marg, Kurla West, Mumbai",Kurla West,Mumbai,400070,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Royal-Battery-Service-Opposite-Fauziya-Hospital-Kurla-West/022PXX22-XX22-110712173905-L1X7_BZDET
Super Motor Garage & Car Battery Service,"K C Marg, Bandra West, Mumbai",Bandra West,Mumbai,400050,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Mumbai/Super-Motor-Garage-Car-Battery-Service-Near-King-Chinese-Opp-Reclamation-Bus-Depot-Bandra-West/022PXX22-XX22-140825122521-X7U1_BZDET
